topic_uz,topic_ru,word_uz,word_ru
Sport va dam olish,Спорт и отдых,Yengil atletika,Лёгкая атлетика
Sport va dam olish,Спорт и отдых,Yiqilmoq,Упасть
Sport va dam olish,Спорт и отдых,Yo'llanma,Путёвка
Sport va dam olish,Спорт и отдых,Yozgi sport,Летний спорт
Sport va dam olish,Спорт и отдых,Yugurish,Бег
Sport va dam olish,Спорт и отдых,Yunon-rum kurashi,Греко-римская борьба
Sport va dam olish,Спорт и отдых,Yurmoq,Ходить
Sport va dam olish,Спорт и отдых,Yutish,Проглотить / побеждать
Sport va dam olish,Спорт и отдых,Yutqazish,Проигрыш
Sport va dam olish,Спорт и отдых,Yutqizish,Проиграть
Sport va dam olish,Спорт и отдых,Yutuq,Достижение
Sport va dam olish,Спорт и отдых,Zamonaviy sport,Современный спорт
Sport va dam olish,Спорт и отдых,Zarba,Удар
Sport va dam olish,Спорт и отдых,Zarba beruvchi,Бьющий
Sport va dam olish,Спорт и отдых,Zaxiraga chiqmoq,Выйти в запас
Tabiat. Fasllar,Природа. Времена года,Ayoz,Мороз
Tabiat. Fasllar,Природа. Времена года,Bahor,Весна
Tabiat. Fasllar,Природа. Времена года,Botqoq,Болото
Tabiat. Fasllar,Природа. Времена года,Bulut,Облако
Tabiat. Fasllar,Природа. Времена года,Bulutli,Туча
Tabiat. Fasllar,Природа. Времена года,Chang,Пыль
Tabiat. Fasllar,Природа. Времена года,Chaqmoq,Молния
Tabiat. Fasllar,Природа. Времена года,Daryo,Река
Tabiat. Fasllar,Природа. Времена года,Dengiz,Море
Tabiat. Fasllar,Природа. Времена года,Do'l,Град
Tabiat. Fasllar,Природа. Времена года,Ekologiya,Экология
Tabiat. Fasllar,Природа. Времена года,Ho'l,Мокрый
Tabiat. Fasllar,Природа. Времена года,Kamalak,Радуга
Tabiat. Fasllar,Природа. Времена года,Ko'l,Озеро
Tabiat. Fasllar,Природа. Времена года,Koinot,Космос
Tabiat. Fasllar,Природа. Времена года,Kuz,Осень
Tabiat. Fasllar,Природа. Времена года,Loy,Глина
Tabiat. Fasllar,Природа. Времена года,Momaqaldiroq,Гром
Tabiat. Fasllar,Природа. Времена года,Muz,Лёд
Tabiat. Fasllar,Природа. Времена года,Osmon,Небо
Tabiat. Fasllar,Природа. Времена года,Oy (osmondagi),Луна
Tabiat. Fasllar,Природа. Времена года,Qish,Зима
Tabiat. Fasllar,Природа. Времена года,Qor,Снег
Tabiat. Fasllar,Природа. Времена года,Qoyalar,Скалы
Tabiat. Fasllar,Природа. Времена года,Qum,Песок
Tabiat. Fasllar,Природа. Времена года,Quruq,Сухой
Tabiat. Fasllar,Природа. Времена года,Quyosh,Солнце
Tabiat. Fasllar,Природа. Времена года,Shamol,Ветер
Tabiat. Fasllar,Природа. Времена года,Suv,Вода
Tabiat. Fasllar,Природа. Времена года,Tabiat (ob-havo),Природа (погода)
Tabiat. Fasllar,Природа. Времена года,Tog'lar,Горы
Tabiat. Fasllar,Природа. Времена года,Tosh,Камень
Tabiat. Fasllar,Природа. Времена года,Tuproq,Земля
Tabiat. Fasllar,Природа. Времена года,Yer (sayyora),Земля (планета)
Tabiat. Fasllar,Природа. Времена года,Yomg'ir,Дождь
Tabiat. Fasllar,Природа. Времена года,Yomg'ircha,Дождик
Tabiat. Fasllar,Природа. Времена года,Yoz,Лето
Tabiat. Fasllar,Природа. Времена года,Yulduz,Звезда
Tabiat. Fasllar,Природа. Времена года,Yulduzlar,Звёзды
Tanishish,Знакомство,Biz,Мы
Tanishish,Знакомство,Bu,Этот
Tanishish,Знакомство,Do'st (o'rtoq),Друг (товарищ)
Tanishish,Знакомство,Familiya,Фамилия
Tanishish,Знакомство,Ha,Да
Tanishish,Знакомство,Hamma narsa,Всё
Tanishish,Знакомство,Hammasi,Все
Tanishish,Знакомство,Har bir,Каждый
Tanishish,Знакомство,Hech kim,Никто
Tanishish,Знакомство,Hech narsa,Ничего
Tanishish,Знакомство,Hech qachon,Никогда
Tanishish,Знакомство,Iltimos,Пожалуйста
Tanishish,Знакомstvo,Imo-ishora ismi,Жестовое имя
Tanishish,Знакомство,Ism,Имя
Tanishish,Знакомство,Kamdan-kam,Редко
Tanishish,Знакомство,Kechirim so'ramoq,Извиниться
Tanishish,Знакомство,Kim,Кто
Tanishish,Знакомство,Kimning,Чей
Tanishish,Знакомство,Ko'p,Часто
Tanishish,Знакомство,Men,Я
Tanishish,Знакомство,Menda,У меня
Tanishish,Знакомство,Menga,Мне
Tanishish,Знакомство,Mening,Мой
Tanishish,Знакомство,Nega,Зачем
Tanishish,Знакомство,Nega,Почему
Tanishish,Знакомство,Nima,Что
Tanishish,Знакомство,O'z,Свой
Tanishish,Знакомство,O'zim,Сам (я сам)
Tanishish,Знакомство,O'zing,Сам (ты сам)
Tanishish,Знакомство,Otasining ismi,Отчество
Tanishish,Знакомство,Qachon,Когда
Tanishish,Знакомство,Qancha,Сколько
Tanishish,Знакомство,Qanday,Какой
Tanishish,Знакомство,Qanday,Как
Tanishish,Знакомство,Qayerda,Где
Tanishish,Знакомство,Qayerdan,Откуда
Tanishish,Знакомство,Qayerga,Куда
Tanishish,Знакомство,Rahmat,Спасибо
Tanishish,Знакомство,Salom,Привет
Tanishish,Знакомство,Salom (rasmiy),Здравствуй
Tanishish,Знакомство,Sen,Ты
Tanishish,Знакомство,Siz,Вы
Tanishish,Знакомство,Sizda,У Вас
Tanishish,Знакомство,Sizning (seningki),Ваш (твой)
Tanishish,Знакомство,Taklif qilmoq,Приглашать
Tanishish,Знакомство,Tanishmoq,Знакомиться
Tanishish,Знакомство,U (erkak/ayol),Он (она)
Tanishish,Знакомство,Uchun,Чтобы
Tanishish,Знакомство,Ular,Они
Tanishish,Знакомство,Uning (erkak/ayol),Его (её)
Tanishish,Знакомство,Xayr,До свидания
Tanishish,Знакомство,Yo'q,Нет
Tartib sonlar,Порядковые числительные,1 (birinchi),1 (первый)
Tartib sonlar,Порядковые числительные,10 (oninchi),10 (десятый)
Tartib sonlar,Порядковые числительные,2 (ikkinchi),2 (второй)
Tartib sonlar,Порядковые числительные,3 (uchinchi),3 (третий)
Tartib sonlar,Порядковые числительные,4 (tortinchi),4 (четвёртый)
Tartib sonlar,Порядковые числительные,5 (beshinchi),5 (пятый)
Tartib sonlar,Порядковые числительные,6 (oltinchi),6 (шестой)
Tartib sonlar,Порядковые числительные,7 (yettinchi),7 (седьмой)
Tartib sonlar,Порядковые числительные,8 (sakkizinchi),8 (восьмой)
Tartib sonlar,Порядковые числительные,9 (toqqizinchi),9 (девятый)
Tartib sonlar,Порядковые числительные,Beshinchi,Пятый
Tartib sonlar,Порядковые числительные,beshinchi xona,пятая комната
Tartib sonlar,Порядковые числительные,Birinchi,Первый
Tartib sonlar,Порядковые числительные,birinchi orin,первое место
Tartib sonlar,Порядковые числительные,birinchi raqam,первая цифра
Tartib sonlar,Порядковые числительные,Ikkinchi,Второй
Tartib sonlar,Порядковые числительные,ikkinchi joy,второе место
Tartib sonlar,Порядковые числительные,O'ninchi,Десятый
Tartib sonlar,Порядковые числительные,Oltinchi,Шестой
Tartib sonlar,Порядковые числительные,oltinchi qavat,шестой этаж
Tartib sonlar,Порядковые числительные,Sakkizinchi,Восьмой
Tartib sonlar,Порядковые числительные,To'qqizinchi,Девятый
Tartib sonlar,Порядковые числительные,To'rtinchi,Четвёртый
Tartib sonlar,Порядковые числительные,Uchinchi,Третий
Tartib sonlar,Порядковые числительные,Yettinchi,Седьмой
Tibbiyot,Медицина,Abort,Аборт
Tibbiyot,Медицина,Allergiya,Аллергия
Tibbiyot,Медицина,Analiz,Анализ
Tibbiyot,Медицина,Anamnez(kasallik tarixi),Анамнез (история болезни)
Tibbiyot,Медицина,Anemiya,Анемия
Tibbiyot,Медицина,"Anesteziya(ogriq qoldiruvchi, narkozga oxshagan soz)",Анестезия
Tibbiyot,Медицина,Angina,Ангина
Tibbiyot,Медицина,Antibiotik(3 variant),Антибиотик
Tibbiyot,Медицина,Antiseptik,Антисептик
Tibbiyot,Медицина,Aqldan ozish,Сумасшествие
Tibbiyot,Медицина,Aravacha(nogironlar uchun),Инвалидная коляска
Tibbiyot,Медицина,Asabiylashmoq,Нервничать
Tibbiyot,Медицина,Asorat,Осложнение
Tibbiyot,Медицина,Assistent,Ассистент
Tibbiyot,Медицина,Asta-sekin,Постепенно
Tibbiyot,Медицина,Autizm(ikki variant),Аутизм
Tibbiyot,Медицина,Avariya,Авария
Tibbiyot,Медицина,Bandaj(suratlar tanlanib tarjima qilinadi),Бандаж / Повязка
Tibbiyot,Медицина,Bemor,Пациент
Tibbiyot,Медицина,Bemor kartasi,Карта пациента
Tibbiyot,Медицина,Bemor kuzatuvchisi,Сиделка
Tibbiyot,Медицина,Bint,Бинт
Tibbiyot,Медицина,Bo'g'imlar,Суставы
Tibbiyot,Медицина,Bolalar bolimi,Детское отделение
Tibbiyot,Медицина,Bolim,Отделение
Tibbiyot,Медицина,Bosim,Давление
Tibbiyot,Медицина,Burun tomchisi,Капли для носа
Tibbiyot,Медицина,Buyrak,Почки
Tibbiyot,Медицина,Chandiq,Шрам
Tibbiyot,Медицина,Chidamoq,Терпеть
Tibbiyot,Медицина,Davolash,Лечение
Tibbiyot,Медицина,Davolovchi,Лечащий врач
Tibbiyot,Медицина,Dezinfeksiya(ikki variant),Дезинфекция
Tibbiyot,Медицина,Diabet(qandli diabet),Диабет (сахарный диабет)
Tibbiyot,Медицина,Diagnostika,Диагностика
Tibbiyot,Медицина,Dispanser,Диспансер
Tibbiyot,Медицина,Doimiy nazorat,Постоянный контроль
Tibbiyot,Медицина,Donor(ikki yoki uch variant),Донор
Tibbiyot,Медицина,Dori,Лекарство
Tibbiyot,Медицина,Dorixona(ikki variant),Аптека
Tibbiyot,Медицина,Doza,Доза
Tibbiyot,Медицина,Ehtiyot,Осторожно
Tibbiyot,Медицина,Ehtiyot bo'lmoq,Внимательно
Tibbiyot,Медицина,EKG (elektrokardioqramma),ЭКГ (электрокардиограмма)
Tibbiyot,Медицина,Ekspress-test,Экспресс-тест
Tibbiyot,Медицина,Ekstremal holat,Экстренный случай
Tibbiyot,Медицина,EKU(ekstrakorporal uruglantirish),ЭКО (экстракорпоральное оплодотворение)
Tibbiyot,Медицина,Elektron karta,Электронная карта
Tibbiyot,Медицина,Emizish,Кормление грудью
Tibbiyot,Медицина,Emlash,Вакцинация
Tibbiyot,Медицина,Endoskopiya,Эндоскопия
Tibbiyot,Медицина,Epidemiya,Эпидемия
Tibbiyot,Медицина,Epidemolog,Эпидемиолог
Tibbiyot,Медицина,Epilepsiya,Эпилепсия
Tibbiyot,Медицина,Erta tashxis,Ранняя диагностика
Tibbiyot,Медицина,Eshitish apparati,Слуховой аппарат
Tibbiyot,Медицина,Eslatma,Памятка
Tibbiyot,Медицина,Falaj,Паралич
Tibbiyot,Медицина,Farmatsevt,Фармацевт
Tibbiyot,Медицина,Farmatsevtika,Фармацевтика
Tibbiyot,Медицина,Feldsher,Фельдшер
Tibbiyot,Медицина,Fizioterapiya,Физиотерапия
Tibbiyot,Медицина,Fonendoskop(stetoskop),Фонендоскоп (стетоскоп)
Tibbiyot,Медицина,Foydalanish yoriqnomasi,Инструкция по применению
Tibbiyot,Медицина,G'amxo'rlik qilmoq,Заботиться
Tibbiyot,Медицина,Gematolog,Гематолог
Tibbiyot,Медицина,Genetika,Генетика
Tibbiyot,Медицина,Gepatit(ikki variant),Гепатит
Tibbiyot,Медицина,Gigiyena,Гигиена
Tibbiyot,Медицина,Ginekolog,Гинеколог
Tibbiyot,Медицина,Gipertoniya,Гипертония
Tibbiyot,Медицина,Giyohvandlik,Наркомания
Tibbiyot,Медицина,Glukometr,Глюкометр
Tibbiyot,Медицина,Gormonal muvozanat,Гормональный баланс
Tibbiyot,Медицина,Gospital,Госпиталь
Tibbiyot,Медицина,Gospitalizatsiya,Госпитализация
Tibbiyot,Медицина,Gripp,Грипп
Tibbiyot,Медицина,Guruhlash,Группировка
Tibbiyot,Медицина,Hamshira,Медицинская сестра
Tibbiyot,Медицина,Harorat,Температура
Tibbiyot,Медицина,Homiladorlik,Беременность
Tibbiyot,Медицина,Hushdan ketish,Обморок (припадок)
Tibbiyot,Медицина,Ich ketish,Понос
Tibbiyot,Медицина,Ich qotish,Запор
Tibbiyot,Медицина,Ichki kasalliklar bolimi,Терапевтическое отделение
Tibbiyot,Медицина,Ilmiy tadqiqot markazi,Научно-исследовательский центр
Tibbiyot,Медицина,Immunitet,Иммунитет
Tibbiyot,Медицина,Infarkt,Инфаркт
Tibbiyot,Медицина,Infeksion,Инфекционный
Tibbiyot,Медицина,Insult,Инсульт
Tibbiyot,Медицина,Intensiv,Интенсивный
Tibbiyot,Медицина,Inyeksiya,Инъекция
Tibbiyot,Медицина,Ishtaha,Аппетит
Tibbiyot,Медицина,Isitma,Температура (жар)
Tibbiyot,Медицина,Jarohat(ikki yoki uch variant),Травма
Tibbiyot,Медицина,Jarroh,Хирург
Tibbiyot,Медицина,Jarrohlik,Хирургия
Tibbiyot,Медицина,Jigar,Печень
Tibbiyot,Медицина,Jismoniy mashq,Физическое упражнение
Tibbiyot,Медицина,Kar,Глухой
Tibbiyot,Медицина,Karantin,Карантин
Tibbiyot,Медицина,Kardiologiya,Кардиология
Tibbiyot,Медицина,Kasallik,Болезнь
Tibbiyot,Медицина,Kassa,Касса
Tibbiyot,Медицина,Kimyoterapiya,Химиотерапия
Tibbiyot,Медицина,Klinika,Клиника
Tibbiyot,Медицина,Konsultatsiya(maslahat),Консультация
Tibbiyot,Медицина,Korik,Осмотр
Tibbiyot,Медицина,Koz shifokori(oftalmolog),Окулист (офтальмолог)
Tibbiyot,Медицина,Kutmoq,Ждать
Tibbiyot,Медицина,Kuzatuv,Наблюдение
Tibbiyot,Медицина,Laborant,Лаборант
Tibbiyot,Медицина,Laboratoriya,Лаборатория
Tibbiyot,Медицина,Lavozim,Должность
Tibbiyot,Медицина,Logoped,Логопед
Tibbiyot,Медицина,Lor(quloq-burun-tomoq shifokori),ЛОР (ухо-горло-нос)
Tibbiyot,Медицина,Malham,Мазь
Tibbiyot,Медицина,Markaz,Центр
Tibbiyot,Медицина,Mashgulot,Занятие
Tibbiyot,Медицина,Mast bo'lish,Опьянение
Tibbiyot,Медицина,Mikroskop,Микроскоп
Tibbiyot,Медицина,Morg,Морг
Tibbiyot,Медицина,MRT,МРТ
Tibbiyot,Медицина,Muolaja,Процедура
Tibbiyot,Медицина,Mushak orasiga ukol qilish,Внутримышечная инъекция
Tibbiyot,Медицина,Nafas olish,Дыхание
Tibbiyot,Медицина,Nafas siqilishi,Одышка
Tibbiyot,Медицина,Narkoz,Наркоз
Tibbiyot,Медицина,Nazorat,Контроль
Tibbiyot,Медицина,Nefrolog,Нефролог
Tibbiyot,Медицина,Nevrolog,Невролог
Tibbiyot,Медицина,Nogiron,Инвалид
Tibbiyot,Медицина,O'pka,Лёгкие
Tibbiyot,Медицина,Ogriq,Боль
Tibbiyot,Медицина,Ogriq qoldiruvchi,Обезболивающее
Tibbiyot,Медицина,Onkologiya,Онкология
Tibbiyot,Медицина,Operatsiya,Операция
Tibbiyot,Медицина,Opka shifokori(pulmonolog),Пульмонолог
Tibbiyot,Медицина,Organizm,Организм
Tibbiyot,Медицина,Ortoped,Ортопед
Tibbiyot,Медицина,Palata,Палата
Tibbiyot,Медицина,Parhez,Диета
Tibbiyot,Медицина,Patalogiya,Патология
Tibbiyot,Медицина,Pediatr,Педиатр
Tibbiyot,Медицина,Plastik jarrohlik,Пластическая хирургия
Tibbiyot,Медицина,Poliklinika,Поликлиника
Tibbiyot,Медицина,Profilaktika,Профилактика
Tibbiyot,Медицина,Psixiatriya,Психиатрия
Tibbiyot,Медицина,Psixoz,Психоз
Tibbiyot,Медицина,Qizilcha,Корь
Tibbiyot,Медицина,Qon,Кровь
Tibbiyot,Медицина,Qon analizi,Анализ крови
Tibbiyot,Медицина,Qon bosimi,Артериальное давление
Tibbiyot,Медицина,Qon guruhi,Группа крови
Tibbiyot,Медицина,Qon ketish,Кровотечение
Tibbiyot,Медицина,Qon quyish,Переливание крови
Tibbiyot,Медицина,Qonash(ikki variant),Кровотечение
Tibbiyot,Медицина,Radiatsiya,Радиация
Tibbiyot,Медицина,Reabilitatsiya,Реабилитация
Tibbiyot,Медицина,Reanimatsiya,Реанимация
Tibbiyot,Медицина,Registratura,Регистратура
Tibbiyot,Медицина,Rentgen,Рентген
Tibbiyot,Медицина,Retsept,Рецепт
Tibbiyot,Медицина,Royxatga olish(Registratsiya),Регистрация
Tibbiyot,Медицина,Sanatoriya,Санаторий
Tibbiyot,Медицина,Sanitariya,Санитария
Tibbiyot,Медицина,Saraton,Рак
Tibbiyot,Медицина,Sariq kasallik,Желтуха
Tibbiyot,Медицина,Shamollash,Простуда
Tibbiyot,Медицина,Shifokor(doktor),Врач (доктор)
Tibbiyot,Медицина,Shifoxona,Больница
Tibbiyot,Медицина,Shikast,Травма
Tibbiyot,Медицина,Shprits,Шприц
Tibbiyot,Медицина,Simptom(belgi),Симптом
Tibbiyot,Медицина,Sinish,Перелом
Tibbiyot,Медицина,Sog'liq,Здоровье
Tibbiyot,Медицина,Sogayish,Выздоровление
Tibbiyot,Медицина,Soglomlashtirish,Оздоровление
Tibbiyot,Медицина,Statsionar,Стационар
Tibbiyot,Медицина,Steril,Стерильный
Tibbiyot,Медицина,Surunkali kasallik,Хроническое заболевание
Tibbiyot,Медицина,Suyaklar,Кости
Tibbiyot,Медицина,Tabib,Целитель
Tibbiyot,Медицина,Tabletka,Таблетка
Tibbiyot,Медицина,Tabletkalar,Таблетки
Tibbiyot,Медицина,Tahlil,Анализ
Tibbiyot,Медицина,Tana,Тело
Tibbiyot,Медицина,Tashrif buyurmoq,Посещать
Tibbiyot,Медицина,Tashxis,Диагноз
Tibbiyot,Медицина,Terapevt,Терапевт
Tibbiyot,Медицина,Terapiya,Терапия
Tibbiyot,Медицина,Teri,Кожа
Tibbiyot,Медицина,Termometr,Термометр
Tibbiyot,Медицина,Tez tibbiy yordam,Скорая медицинская помощь
Tibbiyot,Медицина,Tez yordam,Скорая помощь
Tibbiyot,Медицина,Tibbiyot,Медицина
Tibbiyot,Медицина,Tibbiyot xodimi,Медицинский работник
Tibbiyot,Медицина,"Tibbiyot, tabobat",Медицина
Tibbiyot,Медицина,Tiklanish,Восстановление
Tibbiyot,Медицина,Tomchi,Капли
Tibbiyot,Медицина,Tomirga ukol qilish,Внутривенная инъекция
Tibbiyot,Медицина,Tomografiya,Томография
Tibbiyot,Медицина,Tumov,Насморк
Tibbiyot,Медицина,Ukol,Укол
Tibbiyot,Медицина,Umumiy terapiya,Общая терапия
Tibbiyot,Медицина,Umurtqa,Позвоночник
Tibbiyot,Медицина,Umurtqa pog'onasi,Позвоночник
Tibbiyot,Медицина,Uqalash,Массаж
Tibbiyot,Медицина,Urolog,Уролог
Tibbiyot,Медицина,Uxlamoq,Спать
Tibbiyot,Медицина,Uyqu buzilishi,Нарушение сна
Tibbiyot,Медицина,Uyqusizlik,Бессонница
Tibbiyot,Медицина,Vabo,Холера
Tibbiyot,Медицина,Vaksina,Вакцина
Tibbiyot,Медицина,Venerologiya,Венерология
Tibbiyot,Медицина,Virus,Вирус
Tibbiyot,Медицина,Vitamin,Витамин
Tibbiyot,Медицина,Yara,Рана
Tibbiyot,Медицина,Yo'nalish,Направление
Tibbiyot,Медицина,Yotal,Кашель
Tibbiyot,Медицина,Yotoq,Кровать
Tibbiyot,Медицина,Yuqumli kasallik,Зараза
Tibbiyot,Медицина,Yurak,Сердце
Tibbiyot,Медицина,Yurak xurujи,Инфаркт
Tibbiyot,Медицина,Yurak yetishmovchiligi,Сердечная недостаточность
Tibbiyot,Медицина,Yurak-qon tomir kasalliklari,Сердечно-сосудистые заболевания
Tibbiyot,Медицина,Zaharlanish,Отравление
Tibbiyot,Медицина,Zaif eshituvchi,Слабослышащий
Uy,Дом,Antenna,Антенна
Uy,Дом,Balkon,Балкон
Uy,Дом,Cherdak,Чердак
Uy,Дом,Darvoza,Ворота
Uy,Дом,Deraza,Окно
Uy,Дом,Devor,Стена
Uy,Дом,Devor qog'ozi,Обои
Uy,Дом,Dush,Душ
Uy,Дом,Elektr,Электричество
Uy,Дом,Eshik,Дверь
Uy,Дом,Faks,Факс
Uy,Дом,Fortochka,Форточка
Uy,Дом,Hammom,Ванная
Uy,Дом,Hojatxona,Туалет
Uy,Дом,Kafel,Кафель
Uy,Дом,Kalit,Ключ
Uy,Дом,Kam,Мало
Uy,Дом,Ko'p,Много
Uy,Дом,Kommunal kvartira,Коммунальная квартира
Uy,Дом,Kvartira,Квартира
Uy,Дом,Lift,Лифт
Uy,Дом,Oshxona,Кухня
Uy,Дом,Parket,Паркет
Uy,Дом,Pol,Пол
Uy,Дом,Qavat,Этаж
Uy,Дом,Qo'shni,Сосед
Uy,Дом,Qulf,Замок
Uy,Дом,Shift,Потолок
Uy,Дом,Telefon,Телефон
Uy,Дом,To'siq,Забор
Uy,Дом,Tom,Крыша
Uy,Дом,Uy,Дом
Uy,Дом,Yo'lak,Коридор
Uy,Дом,Zinapoya,Лестница
Uy-ro'zg'or buyumlari,Домашние вещи,Changyutgich,Пылесос
Uy-ro'zg'or buyumlari,Домашние вещи,Chiroq,Лампа
Uy-ro'zg'or buyumlari,Домашние вещи,Choyshaб,Простыня
Uy-ro'zg'or buyumlari,Домашние вещи,Dasturxon,Скатерть
Uy-ro'zg'or buyumlari,Домашние вещи,Divan,Диван
Uy-ro'zg'or buyumlari,Домашние вещи,Gilam,Ковёр
Uy-ro'zg'or buyumlari,Домашние вещи,Ilmoq,Вешалка
Uy-ro'zg'or buyumlari,Домашние вещи,Javon (tokcha),Полка
Uy-ro'zg'or buyumlari,Домашние вещи,Karavot,Кровать
Uy-ro'zg'or buyumlari,Домашние вещи,Kir yuvish mashinasi,Стиральная машина
Uy-ro'zg'or buyumlari,Домашние вещи,Ko'rpa,Одеяло
Uy-ro'zg'or buyumlari,Домашние вещи,Ko'rpachа,Пододеяльник
Uy-ro'zg'or buyumlari,Домашние вещи,Ko'zgu,Зеркало
Uy-ro'zg'or buyumlari,Домашние вещи,Komod,Комод
Uy-ro'zg'or buyumlari,Домашние вещи,Kreslo,Кресло
Uy-ro'zg'or buyumlari,Домашние вещи,Latta,Тряпка
Uy-ro'zg'or buyumlari,Домашние вещи,Lyustra,Люстра
Uy-ro'zg'or buyumlari,Домашние вещи,Magnitofon,Магнитофон
Uy-ro'zg'or buyumlari,Домашние вещи,Mebel,Мебель
Uy-ro'zg'or buyumlari,Домашние вещи,Muzlatgich,Холодильник
Uy-ro'zg'or buyumlari,Домашние вещи,Pardalar,Занавески (шторы / гардины)
Uy-ro'zg'or buyumlari,Домашние вещи,Radio,Радио
Uy-ro'zg'or buyumlari,Домашние вещи,Rasm,Картина
Uy-ro'zg'or buyumlari,Домашние вещи,Shkaf,Шкаф
Uy-ro'zg'or buyumlari,Домашние вещи,Soat,Часы
Uy-ro'zg'or buyumlari,Домашние вещи,Sochiq,Полотенце
Uy-ro'zg'or buyumlari,Домашние вещи,Stol,Стол
Uy-ro'zg'or buyumlari,Домашние вещи,Stul,Стул
Uy-ro'zg'or buyumlari,Домашние вещи,Supurgi,Веник
Uy-ro'zg'or buyumlari,Домашние вещи,Taburet,Табуретка
Uy-ro'zg'or buyumlari,Домашние вещи,Televizor,Телевизор
Uy-ro'zg'or buyumlari,Домашние вещи,Videomagnitofon,Видеомагнитофон
Uy-ro'zg'or buyumlari,Домашние вещи,Yostiq,Подушка
Vaqt. Taqvim,Время. Календарь,1 daqiqa,1 минута
Vaqt. Taqvim,Время. Календарь,1 soat,1 час
Vaqt. Taqvim,Время. Календарь,2 daqiqa,2 минуты
Vaqt. Taqvim,Время. Календарь,2 soat,2 часа
Vaqt. Taqvim,Время. Календарь,24/7 soat,24/7 часа
Vaqt. Taqvim,Время. Календарь,3 daqiqa,3 минуты
Vaqt. Taqvim,Время. Календарь,3 soat,3 часа
Vaqt. Taqvim,Время. Календарь,4 daqiqa,4 минуты
Vaqt. Taqvim,Время. Календарь,4 soat,4 часа
Vaqt. Taqvim,Время. Календарь,5 daqiqa,5 минут
Vaqt. Taqvim,Время. Календарь,5 soat,5 часов
Vaqt. Taqvim,Время. Календарь,6 daqiqa,6 минут
Vaqt. Taqvim,Время. Календарь,6 soat,6 часов
Vaqt. Taqvim,Время. Календарь,7 soat,7 часов
Vaqt. Taqvim,Время. Календарь,Abadiy,Вечно
Vaqt. Taqvim,Время. Календарь,Aniq,Точно
Vaqt. Taqvim,Время. Календарь,Aprel,Апрель
Vaqt. Taqvim,Время. Календарь,Arigacha,Позавчера
Vaqt. Taqvim,Время. Календарь,Avgust,Август
Vaqt. Taqvim,Время. Календарь,Ba'zida,Иногда
Vaqt. Taqvim,Время. Календарь,Bir marta,Однажды
Vaqt. Taqvim,Время. Календарь,Bir yildan keyin,Через один год
Vaqt. Taqvim,Время. Календарь,Biroz,Чуть-чуть
Vaqt. Taqvim,Время. Календарь,Bo'ladi,Будет
Vaqt. Taqvim,Время. Календарь,Bo'lgan,Было
Vaqt. Taqvim,Время. Календарь,Bor,Есть
Vaqt. Taqvim,Время. Календарь,Bugun,Сегодня
Vaqt. Taqvim,Время. Календарь,Chorshanba,Среда
Vaqt. Taqvim,Время. Календарь,Daqiqa,Минута
Vaqt. Taqvim,Время. Календарь,Dekabr,Декабрь
Vaqt. Taqvim,Время. Календарь,Doimo,Всегда
Vaqt. Taqvim,Время. Календарь,Dushanba,Понедельник
Vaqt. Taqvim,Время. Календарь,Ertaga,Завтра
Vaqt. Taqvim,Время. Календарь,Ertalab,Утро
Vaqt. Taqvim,Время. Календарь,Ertalabgi soat 8:30,Утром 8:30
Vaqt. Taqvim,Время. Календарь,Fevral,Февраль
Vaqt. Taqvim,Время. Календарь,Gacha,До
Vaqt. Taqvim,Время. Календарь,Hafta,Неделя
Vaqt. Taqvim,Время. Календарь,Ikki daqiqa,Две минуты
Vaqt. Taqvim,Время. Календарь,Ikki hafta,Две недели
Vaqt. Taqvim,Время. Календарь,Ikki marta,Дважды
Vaqt. Taqvim,Время. Календарь,Ikki oy,Два месяца
Vaqt. Taqvim,Время. Календарь,Ikki soat,Два часа
Vaqt. Taqvim,Время. Календарь,Ikki yil oldin,Два года назад
Vaqt. Taqvim,Время. Календарь,Ikki yildan keyin,Через два года
Vaqt. Taqvim,Время. Календарь,Indiniga,Послезавтра
Vaqt. Taqvim,Время. Календарь,Ish vaqti ertalab soat 9:00 dan kechgi 18:00 gacha,Рабочее время с 9:00 до 18:00
Vaqt. Taqvim,Время. Календарь,Ish vaqti ertalab soat 9:00 dan kunduzgi 13:00 gacha,Рабочее время с 9:00 до 13:00
Vaqt. Taqvim,Время. Календарь,Iyul,Июль
Vaqt. Taqvim,Время. Календарь,Iyun,Июнь
Vaqt. Taqvim,Время. Календарь,Juma,Пятница
Vaqt. Taqvim,Время. Календарь,Kecha,Вчера
Vaqt. Taqvim,Время. Календарь,Kechikmoq,Опоздать
Vaqt. Taqvim,Время. Календарь,Kechki soat 18:20,Вечером 18:20
Vaqt. Taqvim,Время. Календарь,Keyin,После
Vaqt. Taqvim,Время. Календарь,Keyin (so'ng),Потом
Vaqt. Taqvim,Время. Календарь,Keyingi,Следующий
Vaqt. Taqvim,Время. Календарь,Kun,День
Vaqt. Taqvim,Время. Календарь,Lahza,Момент
Vaqt. Taqvim,Время. Календарь,Mart,Март
Vaqt. Taqvim,Время. Календарь,May,Май
Vaqt. Taqvim,Время. Календарь,Muntazam,Регулярно
Vaqt. Taqvim,Время. Календарь,Noyabr,Ноябрь
Vaqt. Taqvim,Время. Календарь,O'tgan yil,Прошлый год
