topic_uz,topic_ru,word_uz,word_ru,topic_en,word_en
Hayvonlar dunyosi,В мире животных,Bit,Вошь,Animal World,Louse
Hayvonlar dunyosi,В мире животных,Bo'ri,Волк,Animal World,Wolf
Hayvonlar dunyosi,В мире животных,Bola (hayvon),Детёныш,Animal World,Cub / Young animal
Hayvonlar dunyosi,В мире животных,Bug'u,Олень,Animal World,Deer
Hayvonlar dunyosi,В мире животных,Burga,Блоха,Animal World,Flea
Hayvonlar dunyosi,В мире животных,Buyvol,Буйвол,Animal World,Buffalo
Hayvonlar dunyosi,В мире животных,Chigirtka,Кузнечик,Animal World,Grasshopper
Hayvonlar dunyosi,В мире животных,Chivin,Комар,Animal World,Mosquito
Hayvonlar dunyosi,В мире животных,Cho'chqa,Свинья,Animal World,Pig
Hayvonlar dunyosi,В мире животных,Chumoli,Муравей,Animal World,Ant
Hayvonlar dunyosi,В мире животных,Delfin,Дельфин,Animal World,Dolphin
Hayvonlar dunyosi,В мире животных,Echki,Коза,Animal World,Goat
Hayvonlar dunyosi,В мире животных,Emaklamoq,Ползать,Animal World,To crawl
Hayvonlar dunyosi,В мире животных,Eshak,Осёл,Animal World,Donkey
Hayvonlar dunyosi,В мире животных,Fil,Мамонт,Animal World,Elephant
Hayvonlar dunyosi,В мире животных,Fil,Слон,Animal World,Elephant
Hayvonlar dunyosi,В мире животных,G'oz,Гусь,Animal World,Goose
Hayvonlar dunyosi,В мире животных,Hayvon,Животное,Animal World,Animal
Hayvonlar dunyosi,В мире животных,Ho'kiz,Бык,Animal World,Bull
Hayvonlar dunyosi,В мире животных,Ilon,Змея,Animal World,Snake
Hayvonlar dunyosi,В мире животных,In,Гнездо,Animal World,Nest
Hayvonlar dunyosi,В мире животных,Ini,Нора,Animal World,Burrow / Den
Hayvonlar dunyosi,В мире животных,It,Собака,Animal World,Dog
Hayvonlar dunyosi,В мире животных,Jirafa,Жираф,Animal World,Giraffe
Hayvonlar dunyosi,В мире животных,Jo'ja,Птенец,Animal World,Chick
Hayvonlar dunyosi,В мире животных,Kana,Клоп,Animal World,Tick / Bug
Hayvonlar dunyosi,В мире животных,Kapalak,Бабочка,Animal World,Butterfly
Hayvonlar dunyosi,В мире животных,Kenguru,Кенгуру,Animal World,Kangaroo
Hayvonlar dunyosi,В мире животных,Kirpi,Ёж,Animal World,Hedgehog
Hayvonlar dunyosi,В мире животных,Kurka,Индюк,Animal World,Turkey
Hayvonlar dunyosi,В мире животных,Maymun,Обезьяна,Animal World,Monkey
Hayvonlar dunyosi,В мире животных,Mushuk,Кошка,Animal World,Cat
Hayvonlar dunyosi,В мире животных,Nomi,Название,Animal World,Name
Hayvonlar dunyosi,В мире животных,O'rdak,Утка,Animal World,Duck
Hayvonlar dunyosi,В мире животных,O'rgimchak,Паук,Animal World,Spider
Hayvonlar dunyosi,В мире животных,Ot,Лошадь,Animal World,Horse
Hayvonlar dunyosi,В мире животных,Pashshа,Муха,Animal World,Fly
Hayvonlar dunyosi,В мире животных,Qo'chqor,Баран,Animal World,Ram
Hayvonlar dunyosi,В мире животных,Qo'y,Овца,Animal World,Sheep
Hayvonlar dunyosi,В мире животных,Qurbaqa,Лягушка,Animal World,Frog
Hayvonlar dunyosi,В мире животных,Qurt,Червь,Animal World,Worm
Hayvonlar dunyosi,В мире животных,Qush,Птица,Animal World,Bird
Hayvonlar dunyosi,В мире животных,Quyon,Заяц,Animal World,Rabbit / Hare
Hayvonlar dunyosi,В мире животных,Quртча,Гусеница,Animal World,Caterpillar
Hayvonlar dunyosi,В мире животных,Sher,Лев,Animal World,Lion
Hayvonlar dunyosi,В мире животных,Sichqon,Мышка,Animal World,Mouse
Hayvonlar dunyosi,В мире животных,Sigir,Корова,Animal World,Cow
Hayvonlar dunyosi,В мире животных,Taka,Козёл,Animal World,Billy goat
Hayvonlar dunyosi,В мире животных,Tarakan,Таракан,Animal World,Cockroach
Hayvonlar dunyosi,В мире животных,Timsoh,Крокодил,Animal World,Crocodile
Hayvonlar dunyosi,В мире животных,Tovuq,Курица,Animal World,Chicken
Hayvonlar dunyosi,В мире животных,Tulki,Лиса,Animal World,Fox
Hayvonlar dunyosi,В мире животных,Tuya,Верблюд,Animal World,Camel
Hayvonlar dunyosi,В мире животных,Uchmoq,Летать,Animal World,To fly
Hayvonlar dunyosi,В мире животных,Xo'roz,Петух,Animal World,Rooster
Hayvonlar dunyosi,В мире животных,Yo'lbars,Тигр,Animal World,Tiger
Huquq. Qonun,Право. Закон,Advokat,Адвокат,Law. Justice,Lawyer / Advocate
Huquq. Qonun,Право. Закон,Amnistiya,Амнистия,Law. Justice,Amnesty
Huquq. Qonun,Право. Закон,Ariza,Заявление,Law. Justice,Application / Statement
Huquq. Qonun,Право. Закон,Aybdorlik,Вина,Law. Justice,Guilt
Huquq. Qonun,Право. Закон,Ayblanuvchi,Обвиняемый,Law. Justice,Accused
Huquq. Qonun,Право. Закон,Aybsiz,Невиновный,Law. Justice,Innocent
Huquq. Qonun,Право. Закон,Beparvolik,Халатность,Law. Justice,Negligence
Huquq. Qonun,Право. Закон,Bezori,Хулиган,Law. Justice,Hooligan
Huquq. Qonun,Право. Закон,Bosqinchilik,Грабёж,Law. Justice,Robbery
Huquq. Qonun,Право. Закон,Chaqiriq,Вызов,Law. Justice,Summons
Huquq. Qonun,Право. Закон,Fakt,Факт,Law. Justice,Fact
Huquq. Qonun,Право. Закон,Guvoh,Свидетель,Law. Justice,Witness
Huquq. Qonun,Право. Закон,Halok bo'lmoq,Погибнуть,Law. Justice,To perish
Huquq. Qonun,Право. Закон,Halollik,Честность,Law. Justice,Honesty
Huquq. Qonun,Право. Закон,Hibsga olish,Арест,Law. Justice,Arrest
Huquq. Qonun,Право. Закон,Hiyla ishlatmoq,Изворачиваться,Law. Justice,To use trickery
Huquq. Qonun,Право. Закон,Hujjat,Документ,Law. Justice,Document
Huquq. Qonun,Право. Закон,Hujum,Нападение,Law. Justice,Attack / Offense
Huquq. Qonun,Право. Закон,Hukm,Приговор,Law. Justice,Verdict / Sentence
Huquq. Qonun,Право. Закон,Huquqlar,Права,Law. Justice,Rights
Huquq. Qonun,Право. Закон,Jabrlanuvchi,Пострадавший,Law. Justice,Victim
Huquq. Qonun,Право. Закон,Janjal,Драка,Law. Justice,Fight / Quarrel
Huquq. Qonun,Право. Закон,Jarima,Штраф,Law. Justice,Fine
Huquq. Qonun,Право. Закон,Jinoyatchi,Преступник,Law. Justice,Criminal
Huquq. Qonun,Право. Закон,Jinoyatchi,Уголовник,Law. Justice,Criminal
Huquq. Qonun,Право. Закон,Konvoy,Конвой,Law. Justice,Convoy
Huquq. Qonun,Право. Закон,Musodara,Конфискация,Law. Justice,Confiscation
Huquq. Qonun,Право. Закон,O'g'irlik,Воровство,Law. Justice,Theft
Huquq. Qonun,Право. Закон,O'g'irlik,Кража,Law. Justice,Theft
Huquq. Qonun,Право. Закон,O'ldirmoq,Убить,Law. Justice,To kill
Huquq. Qonun,Право. Закон,Obro' to'kmoq,Компрометировать,Law. Justice,To compromise
Huquq. Qonun,Право. Закон,Olib kelmoq,Принести,Law. Justice,To bring
Huquq. Qonun,Право. Закон,Olmoq,Брать,Law. Justice,To take / receive
Huquq. Qonun,Право. Закон,Olmoq,Получать,Law. Justice,To take / receive
Huquq. Qonun,Право. Закон,Otib tashlash,Расстрел,Law. Justice,Shooting / Execution
Huquq. Qonun,Право. Закон,Pora,Взятка,Law. Justice,Bribe
Huquq. Qonun,Право. Закон,Prokuror,Прокурор,Law. Justice,Prosecutor
Huquq. Qonun,Право. Закон,Qamoqxona,Тюрьма,Law. Justice,Prison
Huquq. Qonun,Право. Закон,Qochmoq,Убежать,Law. Justice,To run away
Huquq. Qonun,Право. Закон,Qonun,Закон,Law. Justice,Law
Huquq. Qonun,Право. Закон,Qutulmoq,Избавиться,Law. Justice,To escape / get rid of
Huquq. Qonun,Право. Закон,Shaxsiyat,Личность,Law. Justice,Personality / Identity
Huquq. Qonun,Право. Закон,Shikoyat,Жалоба,Law. Justice,Complaint
Huquq. Qonun,Право. Закон,Sud,Суд,Law. Justice,Court
Huquq. Qonun,Право. Закон,Tergovchi,Следователь,Law. Justice,Investigator
Huquq. Qonun,Право. Закон,Tergovchi (josus),Детектив (сыщик),Law. Justice,Detective
Huquq. Qonun,Право. Закон,Tikish (ko'z),Очная ставка,Law. Justice,Confrontation
Huquq. Qonun,Право. Закон,To'satdan,Внезапно,Law. Justice,Suddenly
Huquq. Qonun,Право. Закон,Tovlamachilik,Вымогательство,Law. Justice,Extortion
Huquq. Qonun,Право. Закон,Ushlashmoq,Поймать,Law. Justice,To catch
Huquq. Qonun,Право. Закон,Yolg'on gapirmoq,Врать,Law. Justice,To lie
Huquq. Qonun,Право. Закон,Yurist,Юрист,Law. Justice,Jurist / Lawyer
Huquq. Qonun,Право. Закон,Yuz,Лицо,Law. Justice,Face
Huquq. Qonun,Право. Закон,Zarar,Вред,Law. Justice,Damage / Harm
Huquq. Qonun,Право. Закон,Zo'rlik,Изнасилование,Law. Justice,Violence / Rape
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Aroq,Водка,Dishes. Food,Vodka
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Baliq,Рыба,Dishes. Food,Fish
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Banka,Банка,Dishes. Food,Jar / Can
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Bug'doy,Пшеная,Dishes. Food,Wheat
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Choy,Чай,Dishes. Food,Tea
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Choynak,Чайник,Dishes. Food,Teapot
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Chuchvara,Пельмени,Dishes. Food,Dumplings
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Durshlag,Дуршлаг,Dishes. Food,Colander
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Elak,Сито,Dishes. Food,Sieve
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Ezg'ich,Толкушка,Dishes. Food,Masher
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Go'sht,Мясо,Dishes. Food,Meat
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Guruch,Рисовая,Dishes. Food,Rice
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Idish-tovoq,Посуда,Dishes. Food,Dishes / Cookware
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Kefir,Кефир,Dishes. Food,Kefir
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Kisel,Кисель,Dishes. Food,Kisel (fruit drink)
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Kolbasa,Колбаса,Dishes. Food,Sausage
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Konfet,Конфеты,Dishes. Food,Candy / Sweets
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Konservalar,Консервы,Dishes. Food,Canned food
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Kotlet,Котлеты,Dishes. Food,Cutlet
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Krep,Блины,Dishes. Food,Pancake
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Krujka,Кружка,Dishes. Food,Mug
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Mahsulotlar,Продукты,Dishes. Food,Products
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Makaron,Макароны,Dishes. Food,Pasta / Macaroni
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Mazali,Вкусно,Dishes. Food,Tasty / Delicious
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Non,Булка,Dishes. Food,Bread
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Non,Хлеб,Dishes. Food,Bread
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,O'qlag'ich,Скалка,Dishes. Food,Rolling pin
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,O'simlik moyi,Растительное масло,Dishes. Food,Vegetable oil
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Pech,Печь,Dishes. Food,Oven
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Pechene,Печенье,Dishes. Food,Biscuit / Cookie
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Pichoq,Нож,Dishes. Food,Knife
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Pirog,Пирог,Dishes. Food,Pie
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Pishirmoq,Варить,Dishes. Food,To cook / boil
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Pishloq,Сыр,Dishes. Food,Cheese
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Pivo,Пиво,Dishes. Food,Beer
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Piyola,Рюмка,Dishes. Food,Glass / Cup
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Piyola (choy uchun),Чашка,Dishes. Food,Tea cup
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Poднос,Поднос,Dishes. Food,Tray
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Qahva,Кофе,Dishes. Food,Coffee
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Qalampir,Перец,Dishes. Food,Pepper
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Qatiq,Сметана,Dishes. Food,Sour cream / Katyk
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Qaynатmoq,Варить (кипятить),Dishes. Food,To boil
